Date,plus_minus,Team,Year
2016-10-18,2,Los Angeles Dodgers,2016
2016-10-19,1,Los Angeles Dodgers,2016
2016-10-20,0,Los Angeles Dodgers,2016
2016-10-22,-1,Los Angeles Dodgers,2016
2016-10-06,-1,Texas Rangers,2016
2016-10-07,-2,Texas Rangers,2016
2016-10-09,-3,Texas Rangers,2016
2016-10-07,1,Chicago Cubs,2016
2016-10-08,2,Chicago Cubs,2016
2016-10-10,1,Chicago Cubs,2016
2016-10-11,2,Chicago Cubs,2016
2016-10-15,3,Chicago Cubs,2016
2016-10-16,2,Chicago Cubs,2016
2016-10-18,1,Chicago Cubs,2016
2016-10-19,2,Chicago Cubs,2016
2016-10-20,3,Chicago Cubs,2016
2016-10-22,4,Chicago Cubs,2016
2016-10-25,3,Chicago Cubs,2016
2016-10-26,4,Chicago Cubs,2016
2016-10-28,3,Chicago Cubs,2016
2016-10-29,2,Chicago Cubs,2016
2016-10-30,3,Chicago Cubs,2016
2016-11-01,4,Chicago Cubs,2016
2016-11-02,5,Chicago Cubs,2016
2016-10-04,1,Toronto Blue Jays,2016
2016-10-06,2,Toronto Blue Jays,2016
2016-10-07,3,Toronto Blue Jays,2016
2016-10-09,4,Toronto Blue Jays,2016
2016-10-14,3,Toronto Blue Jays,2016
2016-10-15,2,Toronto Blue Jays,2016
2016-10-17,1,Toronto Blue Jays,2016
2016-10-18,2,Toronto Blue Jays,2016
2016-10-19,1,Toronto Blue Jays,2016
2016-10-05,1,San Francisco Giants,2016
2016-10-07,0,San Francisco Giants,2016
2016-10-08,-1,San Francisco Giants,2016
2016-10-10,0,San Francisco Giants,2016
2016-10-11,-1,San Francisco Giants,2016
2016-10-05,-1,New York Mets,2016
2016-10-06,1,Cleveland Indians,2016
2016-10-07,2,Cleveland Indians,2016
2016-10-10,3,Cleveland Indians,2016
2016-10-14,4,Cleveland Indians,2016
2016-10-15,5,Cleveland Indians,2016
2016-10-17,6,Cleveland Indians,2016
2016-10-18,5,Cleveland Indians,2016
2016-10-19,6,Cleveland Indians,2016
2016-10-25,7,Cleveland Indians,2016
2016-10-26,6,Cleveland Indians,2016
2016-10-28,7,Cleveland Indians,2016
2016-10-29,8,Cleveland Indians,2016
2016-10-30,7,Cleveland Indians,2016
2016-11-01,6,Cleveland Indians,2016
2016-11-02,5,Cleveland Indians,2016
2016-10-07,-1,Washington Nationals,2016
2016-10-09,0,Washington Nationals,2016
2016-10-10,1,Washington Nationals,2016
2016-10-11,0,Washington Nationals,2016
2016-10-13,-1,Washington Nationals,2016
2017-10-05,-1,Boston Red Sox,2017
2017-10-06,-2,Boston Red Sox,2017
2017-10-08,-1,Boston Red Sox,2017
2017-10-09,-2,Boston Red Sox,2017
2017-10-06,1,Los Angeles Dodgers,2017
2017-10-07,2,Los Angeles Dodgers,2017
2017-10-09,3,Los Angeles Dodgers,2017
2017-10-14,4,Los Angeles Dodgers,2017
2017-10-15,5,Los Angeles Dodgers,2017
2017-10-17,6,Los Angeles Dodgers,2017
2017-10-18,5,Los Angeles Dodgers,2017
2017-10-19,6,Los Angeles Dodgers,2017
2017-10-24,7,Los Angeles Dodgers,2017
2017-10-25,6,Los Angeles Dodgers,2017
2017-10-27,5,Los Angeles Dodgers,2017
2017-10-28,6,Los Angeles Dodgers,2017
2017-10-29,5,Los Angeles Dodgers,2017
2017-10-31,6,Los Angeles Dodgers,2017
2017-11-01,5,Los Angeles Dodgers,2017
2017-10-06,1,Chicago Cubs,2017
2017-10-07,0,Chicago Cubs,2017
2017-10-09,1,Chicago Cubs,2017
2017-10-11,0,Chicago Cubs,2017
2017-10-12,1,Chicago Cubs,2017
2017-10-14,0,Chicago Cubs,2017
2017-10-15,-1,Chicago Cubs,2017
2017-10-17,-2,Chicago Cubs,2017
2017-10-18,-1,Chicago Cubs,2017
2017-10-19,-2,Chicago Cubs,2017
2017-10-03,-1,Minnesota Twins,2017
2017-10-03,1,New York Yankees,2017
2017-10-05,0,New York Yankees,2017
2017-10-06,-1,New York Yankees,2017
2017-10-08,0,New York Yankees,2017
2017-10-09,1,New York Yankees,2017
2017-10-11,2,New York Yankees,2017
2017-10-13,1,New York Yankees,2017
2017-10-14,0,New York Yankees,2017
2017-10-16,1,New York Yankees,2017
2017-10-17,2,New York Yankees,2017
2017-10-18,3,New York Yankees,2017
2017-10-20,2,New York Yankees,2017
2017-10-21,1,New York Yankees,2017
2017-10-05,1,Cleveland Indians,2017
2017-10-06,2,Cleveland Indians,2017
2017-10-08,1,Cleveland Indians,2017
2017-10-09,0,Cleveland Indians,2017
2017-10-11,-1,Cleveland Indians,2017
2017-10-05,1,Houston Astros,2017
2017-10-06,2,Houston Astros,2017
2017-10-08,1,Houston Astros,2017
2017-10-09,2,Houston Astros,2017
2017-10-13,3,Houston Astros,2017
2017-10-14,4,Houston Astros,2017
2017-10-16,3,Houston Astros,2017
2017-10-17,2,Houston Astros,2017
2017-10-18,1,Houston Astros,2017
2017-10-20,2,Houston Astros,2017
2017-10-21,3,Houston Astros,2017
2017-10-24,2,Houston Astros,2017
2017-10-25,3,Houston Astros,2017
2017-10-27,4,Houston Astros,2017
2017-10-28,3,Houston Astros,2017
2017-10-29,4,Houston Astros,2017
2017-10-31,3,Houston Astros,2017
2017-11-01,4,Houston Astros,2017
2017-10-04,-1,Colorado Rockies,2017
2017-10-04,1,Arizona D'Backs,2017
2017-10-06,0,Arizona D'Backs,2017
2017-10-07,-1,Arizona D'Backs,2017
2017-10-09,-2,Arizona D'Backs,2017
2017-10-06,-1,Washington Nationals,2017
2017-10-07,0,Washington Nationals,2017
2017-10-09,-1,Washington Nationals,2017
2017-10-11,0,Washington Nationals,2017
2017-10-12,-1,Washington Nationals,2017
2018-10-05,1,Boston Red Sox,2018
2018-10-06,0,Boston Red Sox,2018
2018-10-08,1,Boston Red Sox,2018
2018-10-09,2,Boston Red Sox,2018
2018-10-13,1,Boston Red Sox,2018
2018-10-14,2,Boston Red Sox,2018
2018-10-16,3,Boston Red Sox,2018
2018-10-17,4,Boston Red Sox,2018
2018-10-18,5,Boston Red Sox,2018
2018-10-23,6,Boston Red Sox,2018
2018-10-24,7,Boston Red Sox,2018
2018-10-26,6,Boston Red Sox,2018
2018-10-27,7,Boston Red Sox,2018
2018-10-28,8,Boston Red Sox,2018
2018-10-04,1,Los Angeles Dodgers,2018
2018-10-05,2,Los Angeles Dodgers,2018
2018-10-07,1,Los Angeles Dodgers,2018
2018-10-08,2,Los Angeles Dodgers,2018
2018-10-12,1,Los Angeles Dodgers,2018
2018-10-13,2,Los Angeles Dodgers,2018
2018-10-15,1,Los Angeles Dodgers,2018
2018-10-16,2,Los Angeles Dodgers,2018
2018-10-17,3,Los Angeles Dodgers,2018
2018-10-19,2,Los Angeles Dodgers,2018
2018-10-20,3,Los Angeles Dodgers,2018
2018-10-23,2,Los Angeles Dodgers,2018
2018-10-24,1,Los Angeles Dodgers,2018
2018-10-26,2,Los Angeles Dodgers,2018
2018-10-27,1,Los Angeles Dodgers,2018
2018-10-28,0,Los Angeles Dodgers,2018
2018-10-03,-1,Oakland Athletics,2018
2018-10-02,-1,Chicago Cubs,2018
2018-10-04,-1,Atlanta Braves,2018
2018-10-05,-2,Atlanta Braves,2018
2018-10-07,-1,Atlanta Braves,2018
2018-10-08,-2,Atlanta Braves,2018
2018-10-03,1,New York Yankees,2018
2018-10-05,0,New York Yankees,2018
2018-10-06,1,New York Yankees,2018
2018-10-08,0,New York Yankees,2018
2018-10-09,-1,New York Yankees,2018
2018-10-04,1,Milwaukee Brewers,2018
2018-10-05,2,Milwaukee Brewers,2018
2018-10-07,3,Milwaukee Brewers,2018
2018-10-12,4,Milwaukee Brewers,2018
2018-10-13,3,Milwaukee Brewers,2018
2018-10-15,4,Milwaukee Brewers,2018
2018-10-16,3,Milwaukee Brewers,2018
2018-10-17,2,Milwaukee Brewers,2018
2018-10-19,3,Milwaukee Brewers,2018
2018-10-20,2,Milwaukee Brewers,2018
2018-10-05,-1,Cleveland Indians,2018
2018-10-06,-2,Cleveland Indians,2018
2018-10-08,-3,Cleveland Indians,2018
2018-10-05,1,Houston Astros,2018
2018-10-06,2,Houston Astros,2018
2018-10-08,3,Houston Astros,2018
2018-10-13,4,Houston Astros,2018
2018-10-14,3,Houston Astros,2018
2018-10-16,2,Houston Astros,2018
2018-10-17,1,Houston Astros,2018
2018-10-18,0,Houston Astros,2018
2018-10-02,1,Colorado Rockies,2018
2018-10-04,0,Colorado Rockies,2018
2018-10-05,-1,Colorado Rockies,2018
2018-10-07,-2,Colorado Rockies,2018
2019-10-03,1,Los Angeles Dodgers,2019
2019-10-04,0,Los Angeles Dodgers,2019
2019-10-06,1,Los Angeles Dodgers,2019
2019-10-07,0,Los Angeles Dodgers,2019
2019-10-09,-1,Los Angeles Dodgers,2019
2019-10-02,-1,Oakland Athletics,2019
2019-10-03,1,St. Louis Cardinals,2019
2019-10-04,0,St. Louis Cardinals,2019
2019-10-06,-1,St. Louis Cardinals,2019
2019-10-07,0,St. Louis Cardinals,2019
2019-10-09,1,St. Louis Cardinals,2019
2019-10-11,0,St. Louis Cardinals,2019
2019-10-12,-1,St. Louis Cardinals,2019
2019-10-14,-2,St. Louis Cardinals,2019
2019-10-15,-3,St. Louis Cardinals,2019
2019-10-03,-1,Atlanta Braves,2019
2019-10-04,0,Atlanta Braves,2019
2019-10-06,1,Atlanta Braves,2019
2019-10-07,0,Atlanta Braves,2019
2019-10-09,-1,Atlanta Braves,2019
2019-10-04,-1,Minnesota Twins,2019
2019-10-05,-2,Minnesota Twins,2019
2019-10-07,-3,Minnesota Twins,2019
2019-10-04,1,New York Yankees,2019
2019-10-05,2,New York Yankees,2019
2019-10-07,3,New York Yankees,2019
2019-10-12,4,New York Yankees,2019
2019-10-13,3,New York Yankees,2019
2019-10-15,2,New York Yankees,2019
2019-10-17,1,New York Yankees,2019
2019-10-18,2,New York Yankees,2019
2019-10-19,1,New York Yankees,2019
2019-10-01,-1,Milwaukee Brewers,2019
2019-10-04,1,Houston Astros,2019
2019-10-05,2,Houston Astros,2019
2019-10-07,1,Houston Astros,2019
2019-10-08,0,Houston Astros,2019
2019-10-10,1,Houston Astros,2019
2019-10-12,0,Houston Astros,2019
2019-10-13,1,Houston Astros,2019
2019-10-15,2,Houston Astros,2019
2019-10-17,3,Houston Astros,2019
2019-10-18,2,Houston Astros,2019
2019-10-19,3,Houston Astros,2019
2019-10-22,2,Houston Astros,2019
2019-10-23,1,Houston Astros,2019
2019-10-25,2,Houston Astros,2019
2019-10-26,3,Houston Astros,2019
2019-10-27,4,Houston Astros,2019
2019-10-29,3,Houston Astros,2019
2019-10-30,2,Houston Astros,2019
2019-10-01,1,Washington Nationals,2019
2019-10-03,0,Washington Nationals,2019
2019-10-04,1,Washington Nationals,2019
2019-10-06,0,Washington Nationals,2019
2019-10-07,1,Washington Nationals,2019
2019-10-09,2,Washington Nationals,2019
2019-10-11,3,Washington Nationals,2019
2019-10-12,4,Washington Nationals,2019
2019-10-14,5,Washington Nationals,2019
2019-10-15,6,Washington Nationals,2019
2019-10-22,7,Washington Nationals,2019
2019-10-23,8,Washington Nationals,2019
2019-10-25,7,Washington Nationals,2019
2019-10-26,6,Washington Nationals,2019
2019-10-27,5,Washington Nationals,2019
2019-10-29,6,Washington Nationals,2019
2019-10-30,7,Washington Nationals,2019
2019-10-02,1,Tampa Bay Rays,2019
2019-10-04,0,Tampa Bay Rays,2019
2019-10-05,-1,Tampa Bay Rays,2019
2019-10-07,0,Tampa Bay Rays,2019
2019-10-08,1,Tampa Bay Rays,2019
2019-10-10,0,Tampa Bay Rays,2019
2020-09-29,1,Chicago White Sox,2020
2020-09-30,0,Chicago White Sox,2020
2020-10-01,-1,Chicago White Sox,2020
2020-09-30,-1,Cincinnati Reds,2020
2020-10-01,-2,Cincinnati Reds,2020
2020-09-30,1,Los Angeles Dodgers,2020
2020-10-01,2,Los Angeles Dodgers,2020
2020-10-06,3,Los Angeles Dodgers,2020
2020-10-07,4,Los Angeles Dodgers,2020
2020-10-08,5,Los Angeles Dodgers,2020
2020-10-12,4,Los Angeles Dodgers,2020
2020-10-13,3,Los Angeles Dodgers,2020
2020-10-14,4,Los Angeles Dodgers,2020
2020-10-15,3,Los Angeles Dodgers,2020
2020-10-16,4,Los Angeles Dodgers,2020
2020-10-17,5,Los Angeles Dodgers,2020
2020-10-18,6,Los Angeles Dodgers,2020
2020-10-20,7,Los Angeles Dodgers,2020
2020-10-21,6,Los Angeles Dodgers,2020
2020-10-23,7,Los Angeles Dodgers,2020
2020-10-24,6,Los Angeles Dodgers,2020
2020-10-25,7,Los Angeles Dodgers,2020
2020-10-27,8,Los Angeles Dodgers,2020
2020-09-29,-1,Oakland Athletics,2020
2020-09-30,0,Oakland Athletics,2020
2020-10-01,1,Oakland Athletics,2020
2020-10-05,0,Oakland Athletics,2020
2020-10-06,-1,Oakland Athletics,2020
2020-10-07,0,Oakland Athletics,2020
2020-10-08,-1,Oakland Athletics,2020
2020-09-30,1,St. Louis Cardinals,2020
2020-10-01,0,St. Louis Cardinals,2020
2020-10-02,-1,St. Louis Cardinals,2020
2020-09-30,-1,Chicago Cubs,2020
2020-10-02,-2,Chicago Cubs,2020
2020-09-29,-1,Toronto Blue Jays,2020
2020-09-30,-2,Toronto Blue Jays,2020
2020-09-30,1,Atlanta Braves,2020
2020-10-01,2,Atlanta Braves,2020
2020-10-06,3,Atlanta Braves,2020
2020-10-07,4,Atlanta Braves,2020
2020-10-08,5,Atlanta Braves,2020
2020-10-12,6,Atlanta Braves,2020
2020-10-13,7,Atlanta Braves,2020
2020-10-14,6,Atlanta Braves,2020
2020-10-15,7,Atlanta Braves,2020
2020-10-16,6,Atlanta Braves,2020
2020-10-17,5,Atlanta Braves,2020
2020-10-18,4,Atlanta Braves,2020
2020-09-29,-1,Minnesota Twins,2020
2020-09-30,-2,Minnesota Twins,2020
2020-09-30,-1,San Diego Padres,2020
2020-10-01,0,San Diego Padres,2020
2020-10-02,1,San Diego Padres,2020
2020-10-06,0,San Diego Padres,2020
2020-10-07,-1,San Diego Padres,2020
2020-10-08,-2,San Diego Padres,2020
2020-09-29,1,New York Yankees,2020
2020-09-30,2,New York Yankees,2020
2020-10-05,3,New York Yankees,2020
2020-10-06,2,New York Yankees,2020
2020-10-07,1,New York Yankees,2020
2020-10-08,2,New York Yankees,2020
2020-10-09,1,New York Yankees,2020
2020-09-30,-1,Milwaukee Brewers,2020
2020-10-01,-2,Milwaukee Brewers,2020
2020-09-29,-1,Cleveland Indians,2020
2020-09-30,-2,Cleveland Indians,2020
2020-09-29,1,Houston Astros,2020
2020-09-30,2,Houston Astros,2020
2020-10-05,3,Houston Astros,2020
2020-10-06,4,Houston Astros,2020
2020-10-07,3,Houston Astros,2020
2020-10-08,4,Houston Astros,2020
2020-10-11,3,Houston Astros,2020
2020-10-12,2,Houston Astros,2020
2020-10-13,1,Houston Astros,2020
2020-10-14,2,Houston Astros,2020
2020-10-15,3,Houston Astros,2020
2020-10-16,4,Houston Astros,2020
2020-10-17,3,Houston Astros,2020
2020-09-29,1,Tampa Bay Rays,2020
2020-09-30,2,Tampa Bay Rays,2020
2020-10-05,1,Tampa Bay Rays,2020
2020-10-06,2,Tampa Bay Rays,2020
2020-10-07,3,Tampa Bay Rays,2020
2020-10-08,2,Tampa Bay Rays,2020
2020-10-09,3,Tampa Bay Rays,2020
2020-10-11,4,Tampa Bay Rays,2020
2020-10-12,5,Tampa Bay Rays,2020
2020-10-13,6,Tampa Bay Rays,2020
2020-10-14,5,Tampa Bay Rays,2020
2020-10-15,4,Tampa Bay Rays,2020
2020-10-16,3,Tampa Bay Rays,2020
2020-10-17,4,Tampa Bay Rays,2020
2020-10-20,3,Tampa Bay Rays,2020
2020-10-21,4,Tampa Bay Rays,2020
2020-10-23,3,Tampa Bay Rays,2020
2020-10-24,4,Tampa Bay Rays,2020
2020-10-25,3,Tampa Bay Rays,2020
2020-10-27,2,Tampa Bay Rays,2020
2020-09-30,1,Miami Marlins,2020
2020-10-02,2,Miami Marlins,2020
2020-10-06,1,Miami Marlins,2020
2020-10-07,0,Miami Marlins,2020
2020-10-08,-1,Miami Marlins,2020
2021-10-05,1,Boston Red Sox,2021
2021-10-07,0,Boston Red Sox,2021
2021-10-08,1,Boston Red Sox,2021
2021-10-10,2,Boston Red Sox,2021
2021-10-11,3,Boston Red Sox,2021
2021-10-15,2,Boston Red Sox,2021
2021-10-16,3,Boston Red Sox,2021
2021-10-18,4,Boston Red Sox,2021
2021-10-19,3,Boston Red Sox,2021
2021-10-20,2,Boston Red Sox,2021
2021-10-22,1,Boston Red Sox,2021
2021-10-07,-1,Chicago White Sox,2021
2021-10-08,-2,Chicago White Sox,2021
2021-10-10,-1,Chicago White Sox,2021
2021-10-12,-2,Chicago White Sox,2021
2021-10-06,1,Los Angeles Dodgers,2021
2021-10-08,0,Los Angeles Dodgers,2021
2021-10-09,1,Los Angeles Dodgers,2021
2021-10-11,0,Los Angeles Dodgers,2021
2021-10-12,1,Los Angeles Dodgers,2021
2021-10-14,2,Los Angeles Dodgers,2021
2021-10-16,1,Los Angeles Dodgers,2021
2021-10-17,0,Los Angeles Dodgers,2021
2021-10-19,1,Los Angeles Dodgers,2021
2021-10-20,0,Los Angeles Dodgers,2021
2021-10-21,1,Los Angeles Dodgers,2021
2021-10-23,0,Los Angeles Dodgers,2021
2021-10-06,-1,St. Louis Cardinals,2021
2021-10-08,1,San Francisco Giants,2021
2021-10-09,0,San Francisco Giants,2021
2021-10-11,1,San Francisco Giants,2021
2021-10-12,0,San Francisco Giants,2021
2021-10-14,-1,San Francisco Giants,2021
2021-10-08,-1,Atlanta Braves,2021
2021-10-09,0,Atlanta Braves,2021
2021-10-11,1,Atlanta Braves,2021
2021-10-12,2,Atlanta Braves,2021
2021-10-16,3,Atlanta Braves,2021
2021-10-17,4,Atlanta Braves,2021
2021-10-19,3,Atlanta Braves,2021
2021-10-20,4,Atlanta Braves,2021
2021-10-21,3,Atlanta Braves,2021
2021-10-23,4,Atlanta Braves,2021
2021-10-26,5,Atlanta Braves,2021
2021-10-27,4,Atlanta Braves,2021
2021-10-29,5,Atlanta Braves,2021
2021-10-30,6,Atlanta Braves,2021
2021-10-31,5,Atlanta Braves,2021
2021-11-02,6,Atlanta Braves,2021
2021-10-05,-1,New York Yankees,2021
2021-10-08,1,Milwaukee Brewers,2021
2021-10-09,0,Milwaukee Brewers,2021
2021-10-11,-1,Milwaukee Brewers,2021
2021-10-12,-2,Milwaukee Brewers,2021
2021-10-07,1,Houston Astros,2021
2021-10-08,2,Houston Astros,2021
2021-10-10,1,Houston Astros,2021
2021-10-12,2,Houston Astros,2021
2021-10-15,3,Houston Astros,2021
2021-10-16,2,Houston Astros,2021
2021-10-18,1,Houston Astros,2021
2021-10-19,2,Houston Astros,2021
2021-10-20,3,Houston Astros,2021
2021-10-22,4,Houston Astros,2021
2021-10-26,3,Houston Astros,2021
2021-10-27,4,Houston Astros,2021
2021-10-29,3,Houston Astros,2021
2021-10-30,2,Houston Astros,2021
2021-10-31,3,Houston Astros,2021
2021-11-02,2,Houston Astros,2021
2021-10-07,1,Tampa Bay Rays,2021
2021-10-08,0,Tampa Bay Rays,2021
2021-10-10,-1,Tampa Bay Rays,2021
2021-10-11,-2,Tampa Bay Rays,2021
2022-10-07,1,Seattle Mariners,2022
2022-10-08,2,Seattle Mariners,2022
2022-10-11,1,Seattle Mariners,2022
2022-10-13,0,Seattle Mariners,2022
2022-10-15,-1,Seattle Mariners,2022
2022-10-11,1,Los Angeles Dodgers,2022
2022-10-12,0,Los Angeles Dodgers,2022
2022-10-14,-1,Los Angeles Dodgers,2022
2022-10-15,-2,Los Angeles Dodgers,2022
2022-10-07,-1,St. Louis Cardinals,2022
2022-10-08,-2,St. Louis Cardinals,2022
2022-10-07,-1,Toronto Blue Jays,2022
2022-10-08,-2,Toronto Blue Jays,2022
2022-10-11,-1,Atlanta Braves,2022
2022-10-12,0,Atlanta Braves,2022
2022-10-14,-1,Atlanta Braves,2022
2022-10-15,-2,Atlanta Braves,2022
2022-10-07,-1,New York Mets,2022
2022-10-08,0,New York Mets,2022
2022-10-09,-1,New York Mets,2022
2022-10-07,1,San Diego Padres,2022
2022-10-08,0,San Diego Padres,2022
2022-10-09,1,San Diego Padres,2022
2022-10-11,0,San Diego Padres,2022
2022-10-12,1,San Diego Padres,2022
2022-10-14,2,San Diego Padres,2022
2022-10-15,3,San Diego Padres,2022
2022-10-18,2,San Diego Padres,2022
2022-10-19,3,San Diego Padres,2022
2022-10-21,2,San Diego Padres,2022
2022-10-22,1,San Diego Padres,2022
2022-10-23,0,San Diego Padres,2022
2022-10-07,1,Philadelphia Phillies,2022
2022-10-08,2,Philadelphia Phillies,2022
2022-10-11,3,Philadelphia Phillies,2022
2022-10-12,2,Philadelphia Phillies,2022
2022-10-14,3,Philadelphia Phillies,2022
2022-10-15,4,Philadelphia Phillies,2022
2022-10-18,5,Philadelphia Phillies,2022
2022-10-19,4,Philadelphia Phillies,2022
2022-10-21,5,Philadelphia Phillies,2022
2022-10-22,6,Philadelphia Phillies,2022
2022-10-23,7,Philadelphia Phillies,2022
2022-10-28,8,Philadelphia Phillies,2022
2022-10-29,7,Philadelphia Phillies,2022
2022-11-01,8,Philadelphia Phillies,2022
2022-11-02,7,Philadelphia Phillies,2022
2022-11-03,6,Philadelphia Phillies,2022
2022-11-05,5,Philadelphia Phillies,2022
2022-10-11,1,New York Yankees,2022
2022-10-14,0,New York Yankees,2022
2022-10-15,-1,New York Yankees,2022
2022-10-16,0,New York Yankees,2022
2022-10-18,1,New York Yankees,2022
2022-10-19,0,New York Yankees,2022
2022-10-20,-1,New York Yankees,2022
2022-10-22,-2,New York Yankees,2022
2022-10-23,-3,New York Yankees,2022
2022-10-11,1,Houston Astros,2022
2022-10-13,2,Houston Astros,2022
2022-10-15,3,Houston Astros,2022
2022-10-19,4,Houston Astros,2022
2022-10-20,5,Houston Astros,2022
2022-10-22,6,Houston Astros,2022
2022-10-23,7,Houston Astros,2022
2022-10-28,6,Houston Astros,2022
2022-10-29,7,Houston Astros,2022
2022-11-01,6,Houston Astros,2022
2022-11-02,7,Houston Astros,2022
2022-11-03,8,Houston Astros,2022
2022-11-05,9,Houston Astros,2022
2022-10-07,-1,Tampa Bay Rays,2022
2022-10-08,-2,Tampa Bay Rays,2022
2022-10-07,1,Cleveland Guardians,2022
2022-10-08,2,Cleveland Guardians,2022
2022-10-11,1,Cleveland Guardians,2022
2022-10-14,2,Cleveland Guardians,2022
2022-10-15,3,Cleveland Guardians,2022
2022-10-16,2,Cleveland Guardians,2022
2022-10-18,1,Cleveland Guardians,2022
